Dennis Schroder,B,Atlanta Hawks,0
Paul Millsap,A,Atlanta Hawks,0
Tim Hardaway Jr,E,Atlanta Hawks,0
Kent Bazemore,B-E,Atlanta Hawks,0
Taurean Prince,A,Atlanta Hawks,0
Dwight Howard,P,Atlanta Hawks,0
Jose Calderon,B-E,Atlanta Hawks,0
Ersan Ilyasova,AP,Atlanta Hawks,0
Mike Muscala,P,Atlanta Hawks,0
Malcolm Delaney,B-E,Atlanta Hawks,0
Mike Dunleavy,E-A,Atlanta Hawks,0
Thabo Sefolosha,B-E,Atlanta Hawks,0
Kris Humphries,AP,Atlanta Hawks,0
Isaiah Thomas,B,Boston Celtics,0
Avery Bradley,B-E,Boston Celtics,0
Jae Crowder,A,Boston Celtics,0
Al Horford,P,Boston Celtics,0
Marcus Smart,B-E,Boston Celtics,0
Kelly Olynyk,AP,Boston Celtics,0
Gerald Green,E-A,Boston Celtics,0
Terry Rozier,B,Boston Celtics,0
Jaylen Brown,A,Boston Celtics,0
Amir Johnson,AP,Boston Celtics,0
Tyler Zeller,P,Boston Celtics,0
Jonas Jerebko,AP,Boston Celtics,0
James Young,E,Boston Celtics,0
Brook Lopez,P,Brooklyn Nets,0
Bojan Bogdanovic,A,Brooklyn Nets,0
Jeremy Lin,B,Brooklyn Nets,0
Sean Kilpatrick,B-E,Brooklyn Nets,0
Trevor Booker,A,Brooklyn Nets,0
Joe Harris,B-E,Brooklyn Nets,0
Isaiah Whitehead,B-E,Brooklyn Nets,0
Rondae Hollis-Jefferson,A,Brooklyn Nets,0
Caris LeVert,B-E,Brooklyn Nets,0
Justin Hamilton,P,Brooklyn Nets,0
Archie Goodwin,B-E,Brooklyn Nets,0
Spencer Dinwiddie,B-E,Brooklyn Nets,0
Yogi Ferrell,B,Brooklyn Nets,0
Quincy Acy,AP,Brooklyn Nets,0
Randy Foye,B-E,Brooklyn Nets,0
Luis Scola,AP,Brooklyn Nets,0
Anthony Bennett,AP,Brooklyn Nets,0
Andrew Nicholson,A,Brooklyn Nets,0
Greivis Vasquez,B-E,Brooklyn Nets,0
Chris McCullough,AP,Brooklyn Nets,0
Kemba Walker,B-E,Charlotte Hornets,0
Nicolas Batum,E-A,Charlotte Hornets,0
Frank Kaminsky,P,Charlotte Hornets,0
Marvin Williams,A,Charlotte Hornets,0
Marco Belinelli,E,Charlotte Hornets,0
Jeremy Lamb,E,Charlotte Hornets,0
Michael Kidd-Gilchrist,A,Charlotte Hornets,0
Cody Zeller,AP-P,Charlotte Hornets,0
Ramon Sessions,B,Charlotte Hornets,0
Johnny O Bryant III,AP-P,Charlotte Hornets,0
Briante Weber,B,Charlotte Hornets,0
Brian Roberts,B,Charlotte Hornets,0
Mike Tobey,P,Charlotte Hornets,0
Miles Plumlee,AP-P,Charlotte Hornets,0
Christian Wood,AP,Charlotte Hornets,0
Treveon Graham,E-A,Charlotte Hornets,0
Aaron Harrison,E,Charlotte Hornets,0
Jimmy Butler,E,Chicago Bulls,0
Dwyane Wade,B-E,Chicago Bulls,0
Rajon Rondo,B,Chicago Bulls,0
Robin Lopez,P,Chicago Bulls,0
Isaiah Canaan,B,Chicago Bulls,0
Nikola Mirotic,AP,Chicago Bulls,0
Paul Zipser,A,Chicago Bulls,0
Bobby Portis,AP,Chicago Bulls,0
Jerian Grant,B-E,Chicago Bulls,0
Joffrey Lauvergne,AP-P,Chicago Bulls,0
Michael Carter-Williams,B,Chicago Bulls,0
Anthony Morrow,E,Chicago Bulls,0
Cristiano Felicio,AP-P,Chicago Bulls,0
Cameron Payne,B,Chicago Bulls,0
Denzel Valentine,E,Chicago Bulls,0
Kyrie Irving,B,Cleveland Cavaliers,0
LeBron James,A,Cleveland Cavaliers,0
Kevin Love,AP,Cleveland Cavaliers,0
Tristan Thompson,P,Cleveland Cavaliers,0
Kyle Korver,E,Cleveland Cavaliers,0
Channing Frye,AP,cleveland Cavaliers,0
JR Smith,E,Cleveland Cavaliers,0
Iman Shumpert,E,Cleveland Cavaliers,0
Deron Williams,B,Cleveland Cavaliers,0
Richard Jefferson,A,Cleveland Cavaliers,0
Derrick Williams,AP,Cleveland Cavaliers,0
Dahntay Jones,E,Cleveland Cavaliers,0
James Jones,E-A,Cleveland Cavaliers,0
Harrison Barnes,A,Dallas Mavericks,0
Dirk Nowitzki,AP,Dallas Mavericks,0
Wesley Matthews,E,Dallas Mavericks,0
Seth Curry,B,Dallas Mavericks,0
J.J. Barea,B-E,Dallas Mavericks,0
Yogi Ferrell,B-E,Dallas Mavericks,0
Nerlens Noel,P,Dallas Mavericks,0
DeAndre Liggins,B,Dallas Mavericks,0
Jonathan Gibson,B,Dallas Mavericks,0
Devin Harris,B,Dallas Mavericks,0
Pierre Jackson,E,Dallas Mavericks,0
Dwight Powell,AP,Dallas Mavericks,0
Jarrod Uthoff,AP,Dallas Mavericks,0
Dorian Finney-Smith,A,Dallas Mavericks,0
Manny Harris,E,Dallas Mavericks,0
Andrew Bogut,P,Dallas Mavericks,0
Nicolas Brussino,E,Dallas Mavericks,0
Salah Mejri,P,Dallas Mavericks,0
AJ Hammons,P,Dallas Mavericks,0
Ben Bentil,A,Dallas Mavericks,0
Wilson Chandler,A,Denver Nuggets,0
Danilo Gallinari,A,Denver Nuggets,0
Nikola Jokic,P,Denver Nuggets,0
Gary Harris,E,Denver Nuggets,0
Will Barton,B-E,Denver Nuggets,0
Emmanuel Mudiay,B,Denver Nuggets,0
Jamal Murray,B-E,Denver Nuggets,0
Jameer Nelson,B,Denver Nuggets,0
Kenneth Faried,AP,Denver Nuggets,0
Mason Plumlee,P,Denver Nuggets,0
Darrell Arthur,A,Denver Nuggets,0
Juan Hernangomez,A,Denver Nuggets,0
Malik Beasley,B-E,Denver Nuggets,0
Mike Miller,E-A,Denver Nuggets,0
Alonzo Gee,E-A,Denver Nuggets,0
Roy Hibbert,P,Denver Nuggets,0
Jarnell Stokes,AP-P,Denver Nuggets,0
Tobias Harris,AP,Detroit Pistons,0
Reggie Jackson,B-E,Detroit Pistons,0
Marcus Morris,AP,Detroit Pistons,0
Kentavious Caldwell-Pope,B-E,Detroit Pistons,0
Andre Drummond,P,Detroit Pistons,0
Ish Smith,B,Detroit Pistons,0
Jon Leuer,AP-P,Detroit Pistons,0
Beno Udrih,B-E,Detroit Pistons,0
Stanley Johnson,A,Detroit Pistons,0
Reggie Bullock,E,Detroit Pistons,0
Boban Marjanovic,P,Detroit Pistons,0
Aron Baynes,AP-P,Detroit Pistons,0
Henry Ellenson,AP,Detroit Pistons,0
Darrun Hilliard,E-A,Detroit Pistons,0
Michael Gbinije,B-E,Detroit Pistons,0
Stephen Curry,B,Golden State Warriors,0
Kevin Durant,A,Golden State Warriors,0
Klay Thompson,E,Golden State Warriors,0
Draymond Green,AP,Golden State Warriors,0
Andre Iguodala,AP,Golden State Warriors,0
Ian Clark,B-E,Golden State Warriors,0
JaVale McGee,P,Golden State Warriors,0
Zaza Pachulia,P,Golden State Warriors,0
David West,AP,Golden State Warriors,0
Shaun Livingston,B,Golden State Warriors,0
Patrick McCaw,B-E,Golden State Warriors,0
James Michael McAdoo,AP,Golden State Warriors,0
Damian Jones,P,Golden State Warriors,0
Matt Barnes,A,Golden State Warriors,0
James Harden,B-E,Houston Rockets,0
Eric Gordon,E,Houston Rockets,0
Lou Williams,B-E,Houston Rockets,0
Patrick Beverley,B,Houston Rockets,0
Trevor Ariza,E-A,Houston Rockets,0
Ryan Anderson,A,Houston Rockets,0
Clint Capela,A,Houston Rockets,0
Nene,P,Houston Rockets,0
Bobby Brown,B-E,Houston Rockets,0
Sam Dekker,A,Houston Rockets,0
Troy Williams,A,Houston Rockets,0
Kyle Wiltjer,A,Houston Rockets,0
Isaiah Taylor,B,Houston Rockets,0
Montrezl Harrell,A,Houston Rockets,0
Paul George,E-A,Indiana Pacers,0
Lance Stephenson,B-E,Indiana Pacers,0
Jeff Teague,B,Indiana Pacers,0
Myles Turner,P,Indiana Pacers,0
Thaddeus Young,AP,Indiana Pacers,0
Kevin Seraphin,AP-P,Indiana Pacers,0
CJ Miles,E-A,Indiana Pacers,0
Monta Ellis,E,Indiana Pacers,0
Aaron Brooks,B,Indiana Pacers,0
Glenn Robinson III,A,Indiana Pacers,0
Lavoy Allen,AP-P,Indiana Pacers,0
Chris Paul,B,L.A Clippers,0
Blake Griffin,AP,L.A Clippers,0
Jamal Crawford,E,L.A Clippers,0
Austin Rivers,B-E,L.A Clippers,0
DeAndre Jordan,P,L.A Clippers,0
JJ Redick,E,L.A Clippers,0
Luc Mbah a Moute,A,L.A Clippers,0
Marreese Speights,AP-P,L.A Clippers,0
Raymond Felton,B-E,L.A Clippers,0
Brandon Bass,A,L.A Clippers,0
Paul Pierce,A,L.A Clippers,0
Wesley Johnson,A,L.A Clippers,0
D Angelo Russell,B,Los Angeles Lakers,0
Jordan Clarkson,E,Los Angeles Lakers,0
Nick Young,E,Los Angeles Lakers,0
Julius Randle,AP,Los Angeles Lakers,0
Brandon Ingram,A,Los Angeles Lakers,0
Luol Deng,A,Los Angeles Lakers,0
Tyler Ennis,E,Los Angeles Lakers,0
Ivica Zubac,P,Los Angeles Lakers,0
Timofey Mozgov,P,Los Angeles Lakers,0
Larry Nance Jr,AP,Los Angeles Lakers,0
Corey Brewer,A,Los Angeles Lakers,0
Tarik Black,P,Los Angeles Lakers,0
David Nwaba,B-E,Los Angeles Lakers,0
Thomas Robinson,AP,Los Angeles Lakers,0
Marcelo Huertas,B,Los Angeles Lakers,0
Metta World Peace,A,Los Angeles Lakers,0
Mike Conley,B,Memphis Grizzlies,0
Marc Gasol,P,Memphis Grizzlies,0
Zach Randolph,AP,Memphis Grizzlies,0
Vince Carter,E-A,Memphis Grizzlies,0
James Ennis III,A,Memphis Grizzlies,0
JaMychal Green,A,Memphis Grizzlies,0
Andrew Harrison,B-E,Memphis Grizzlies,0
Wayne Selden,E-A,Memphis Grizzlies,0
Brandan Wright,AP-P,Memphis Grizzlies,0
Deyonta Davis,AP-P,Memphis Grizzlies,0
Troy Daniels,B-E,Memphis Grizzlies,0
Jarell Martin,A,Memphis Grizzlies,0
Wade Baldwin IV,B-E,Memphis Grizzlies,0
Dion Waiters,E,Miami Heat,0
Goran Dragic,B,Miami Heat,0
Hassan Whiteside,P,Miami Heat,0
James Johnson,A,Miami Heat,0
Josh McRoberts,AP,Miami Heat,0
Josh Richardson,B-E,Miami Heat,0
Justise Winslow,A,Miami Heat,0
Luke Babbitt,A,Miami Heat,0
Okaro White,AP,Miami Heat,0
Rodney McGruder,B-E,Miami Heat,0
Tyler Johnson,B-E,Miami Heat,0
Udonis Haslem,AP,Miami Heat,0
Willie Reed,AP-P,Miami Heat,0
Axel Toupane,E-A,Milwaukee-Bucks,0
Gary Payton II,B,Milwaukee-Bucks,0
Giannis Antetokounmpo,E-A,Milwaukee-Bucks,0
Greg Monroe,P,Milwaukee-Bucks,0
Jabari Parker,A,Milwaukee-Bucks,0
Jason Terry,B-E,Milwaukee-Bucks,0
John Henson,AP,Milwaukee-Bucks,0
Khris Middleton,A,Milwaukee-Bucks,0
Malcolm Brogdon,B-E,Milwaukee-Bucks,0
Matthew Dellavedova,B-E,Milwaukee-Bucks,0
Michael Beasley,A,Milwaukee-Bucks,0
Mirza Teletovic,AP,Milwaukee-Bucks,0
Rashad Vaughn,E,Milwaukee-Bucks,0
Spencer Hawes,AP,Milwaukee-Bucks,0
Steve Novak,A,Milwaukee-Bucks,0
Terrence Jones,AP,Milwaukee-Bucks,0
Thon Maker,AP-P,Milwaukee-Bucks,0
Tony Snell,E-A,Milwaukee-Bucks,0
Adreian Payne,AP,Minesota Timberwolves,0
Andrew Wiggins,E-A,Minesota Timberwolves,0
Brandon Rush,E-A,Minesota Timberwolves,0
Cole Aldrich,P,Minesota Timberwolves,0
Gorgui Dieng,P,Minesota Timberwolves,0
John Lucas III,B-E,Minesota Timberwolves,0
Jordan Hill,AP-P,Minesota Timberwolves,0
Karl-Anthony Towns,P,Minesota Timberwolves,0
Kris Dunn,B,Minesota Timberwolves,0
Nemanja Bjelica,A,Minesota Timberwolves,0
Omri Casspi,AP,Minesota Timberwolves,0
Ricky Rubio,B,Minesota Timberwolves,0
Shabazz Muhammad,E-A,Minesota Timberwolves,0
Tyus Jones,B,Minesota Timberwolves,0
Zach LaVine,B-E,Minesota Timberwolves,0
Alexis Ajinca,P,New Orleans Pelicans,0
Anthony Brown,E-A,New Orleans Pelicans,0
Anthony Davis,AP-P,New Orleans Pelicans,0
Cheick Diallo,A,New Orleans Pelicans,0
Dante Cunningham,A,New Orleans Pelicans,0
DeMarcus Cousins,P,New Orleans Pelicans,0
Donatas Motiejunas,P,New Orleans Pelicans,0
E Twaun Moore,B-E,New Orleans Pelicans,0
Hollis Thompson,A,New Orleans Pelicans,0
Jarrett Jack,B,New Orleans Pelicans,0
Jordan Crawford,E,New Orleans Pelicans,0
Jrue Holiday,B,New Orleans Pelicans,0
Omer Asik,P,New Orleans Pelicans,0
Quinn Cook,B,New Orleans Pelicans,0
Reggie Williams,E,New Orleans Pelicans,0
Solomon Hill,A,New Orleans Pelicans,0
Tim Frazier,B-E,New Orleans Pelicans,0
Tyreke Evans,B,New Orleans Pelicans,0
Carmelo Anthony,A,New York Knicks,0
Chasson Randle,B,New York Knicks,0
Courtney Lee,E,New York Knicks,0
Derrick Rose,B,New York Knicks,0
Joakim Noah,P,New York Knicks,0
Justin Holiday,E-A,New York Knicks,0
Kristaps Porzingis,AP,New York Knicks,0
Kyle O Quinn,AP-P,New York Knicks,0
Lance Thomas,A,New York Knicks,0
Marshall Plumlee,P,New York Knicks,0
Maurice Ndour,A,New York Knicks,0
Mindaugas Kuzminskas,A,New York Knicks,0
Ron Baker,B-E,New York Knicks,0
Sasha Vujacic,E,New York Knicks,0
Willy Hernangomez,P,New York Knicks,0
Alex Abrines,E,Oklahoma City Thunder,0
Andre Roberson,AP,Oklahoma City Thunder,0
Domantas Sabonis,AP,Oklahoma City Thunder,0
Doug McDermott,A,Oklahoma City Thunder,0
Jerami Grant,A,Oklahoma City Thunder,0
Josh Huestis,A,Oklahoma City Thunder,0
Kyle Singler,E,Oklahoma City Thunder,0
Nick Collison,AP,Oklahoma City Thunder,0
Norris Cole,B,Oklahoma City Thunder,0
Russell Westbrook,B,Oklahoma City Thunder,0
Semaj Christon,B,Oklahoma City Thunder,0
Steven Adams,P,Oklahoma City Thunder,0
Taj Gibson,AP,Oklahoma City Thunder,0
Victor Oladipo,E,Oklahoma City Thunder,0
Enes Kanter,P,Oklahoma City Thunder,0
Aaron Gordon,A,Orlando Magic,0
Arinze Onuaku,P,Orlando Magic,0
Bismack Biyombo,P,Orlando Magic,0
C.J. Watson,B,Orlando Magic,0
CJ Wilcox,B-E,Orlando Magic,0
D.J. Augustin,B,Orlando Magic,0
Damjan Rudez,A,Orlando Magic,0
Elfrid Payton,B-E,Orlando Magic,0
Evan Fournier,B-E,Orlando Magic,0
Jeff Green,A,Orlando Magic,0
Jodie Meeks,B-E,Orlando Magic,0
Marcus Georges-Hunt,E,Orlando Magic,0
Mario Hezonja,E-A,Orlando Magic,0
Nikola Vucevic,P,Orlando Magic,0
Patricio Garino,A,Orlando Magic,0
Stephen Zimmerman,P,Orlando Magic,0
Terrence Ross,E,Orlando Magic,0
Alex Poythress,A,Philadelphia 76ers,0
Dario Saric,P,Philadelphia 76ers,0
Gerald Henderson,E,Philadelphia 76ers,0
Jahlil Okafor,P,Philadelphia 76ers,0
Jerryd Bayless,B,Philadelphia 76ers,0
Joel Embiid,P,Philadelphia 76ers,0
Justin Anderson,A,Philadelphia 76ers,0
Justin Harper,AP,Philadelphia 76ers,0
Nik Stauskas,E,Philadelphia 76ers,0
Richaun Holmes,P,Philadelphia 76ers,0
Robert Covington,A,Philadelphia 76ers,0
Sergio Rodriguez,B,Philadelphia 76ers,0
Shawn Long,AP,Philadelphia 76ers,0
T.J. McConnell,B-E,Philadelphia 76ers,0
Tiago Splitter,P,Philadelphia 76ers,0
Timothe Luwawu-Cabarrot,E,Philadelphia 76ers,0
Alan Williams,AP-P,Phoenix Suns,0
Alex Len,P,Phoenix Suns,0
Brandon Knight,B,Phoenix Suns,0
Derrick Jones Jr.,A,Phoenix Suns,0
Devin Booker,E,Phoenix Suns,0
Dragan Bender,AP-P,Phoenix Suns,0
Elijah Millsap,E-A,Phoenix Suns,0
Eric Bledsoe,B,Phoenix Suns,0
Jared Dudley,E-A,Phoenix Suns,0
Jarell Eddie,E-A,Phoenix Suns,0
John Jenkins,E,Phoenix Suns,0
Leandro Barbosa,B-E,Phoenix Suns,0
Marquese Chriss,A,Phoenix Suns,0
PJ Tucker,E,Phoenix Suns,0
Ronnie Price,B,Phoenix Suns,0
TJ Warren,A,Phoenix Suns,0
Tyler Ulis,B,Phoenix Suns,0
Tyson Chandler,P,Phoenix Suns,0
Al-Farouq Aminu,AP,Portland Trail Blazzers,0
Allen Crabbe,E,Portland Trail Blazzers,0
CJ McCollum,E,Portland Trail Blazzers,0
Damian Lillard,B,Portland Trail Blazzers,0
Ed Davis,AP,Portland Trail Blazzers,0
Evan Turner,E-A,Portland Trail Blazzers,0
Jake Layman,A,Portland Trail Blazzers,0
Jusuf Nurkic,P,Portland Trail Blazzers,0
Maurice Harkless,A,Portland Trail Blazzers,0
Meyers Leonard,P,Portland Trail Blazzers,0
Noah Vonleh,A,Portland Trail Blazzers,0
Pat Connaughton,B-E,Portland Trail Blazzers,0
Shabazz Napier,B,Portland Trail Blazzers,0
Tim Quarterman,B-E,Portland Trail Blazzers,0
Anthony Tolliver,AP-P,Sacramento Kings,0
Arron Afflalo,E,Sacramento Kings,0
Ben McLemore,B-E,Sacramento Kings,0
Buddy Hield,B-E,Sacramento Kings,0
Darren Collison,B,Sacramento Kings,0
Garrett Temple,E,Sacramento Kings,0
Georgios Papagiannis,P,Sacramento Kings,0
Jordan Farmar,B,Sacramento Kings,0
Kosta Koufos,P,Sacramento Kings,0
Langston Galloway,B-E,Sacramento Kings,0
Malachi Richardson,B-E,Sacramento Kings,0
Rudy Gay,A,Sacramento Kings,0
Skal Labissiere,AP-P,Sacramento Kings,0
Ty Lawson,B-E,Sacramento Kings,0
Willie Cauley-Stein,P,Sacramento Kings,0
Bryn Forbes,B-E,San Antonio Spurs,0
Danny Green,E,San Antonio Spurs,0
David Lee,AP-P,San Antonio Spurs,0
Davis Bertans,AP-P,San Antonio Spurs,0
Dejounte Murray,B,San Antonio Spurs,0
Dewayne Dedmon,P,San Antonio Spurs,0
Joel Anthony,AP-P,San Antonio Spurs,0
Jonathon Simmons,E,San Antonio Spurs,0
Kawhi Leonard,A,San Antonio Spurs,0
Kyle Anderson,A,San Antonio Spurs,0
LaMarcus Aldridge,AP,San Antonio Spurs,0
Manu Ginobili,E,San Antonio Spurs,0
Nicolas Laprovittola,B,San Antonio Spurs,0
Patty Mills,B,San Antonio Spurs,0
Pau Gasol,P,San Antonio Spurs,0
Tony Parker,B,San Antonio Spurs,0
Bruno Caboclo,A,Toronto Raptors,0
Cory Joseph,B-E,Toronto Raptors,0
DeMar DeRozan,E,Toronto Raptors,0
DeMarre Carroll,A,Toronto Raptors,0
Delon Wright,B-E,Toronto Raptors,0
Fred VanVleet,B-E,Toronto Raptors,0
Jakob Poeltl,AP-P,Toronto Raptors,0
Jared Sullinger,AP,Toronto Raptors,0
Jonas Valanciunas,P,Toronto Raptors,0
Kyle Lowry,B,Toronto Raptors,0
Lucas Nogueira,P,Toronto Raptors,0
Norman Powell,B-E,Toronto Raptors,0
Pascal Siakam,A,Toronto Raptors,0
Patrick Patterson,AP-P,Toronto Raptors,0
Serge Ibaka,AP,Toronto Raptors,0
Alec Burks,B-E,Utah Jazz,0
Boris Diaw,AP,Utah Jazz,0
Dante Exum,B-E,Utah Jazz,0
Derrick Favors,AP,Utah Jazz,0
George Hill,B,Utah Jazz,0
Gordon Hayward,E-A,Utah Jazz,0
Jeff Withey,P,Utah Jazz,0
Joe Ingles,E-A,Utah Jazz,0
Joe Johnson,A,Utah Jazz,0
Joel Bolomboy,AP-P,Utah Jazz,0
Raul Neto,B-E,Utah Jazz,0
Rodney Hood,E,Utah Jazz,0
Rudy Gobert,P,Utah Jazz,0
Shelvin Mack,B-E,Utah Jazz,0
Trey Lyles,A,Utah Jazz,0
Bradley Beal,E,Washington Wizards,0
Brandon Jennings,B,Washington Wizards,0
Daniel Ochefu,A,Washington Wizards,0
Danuel House,B-E,Washington Wizards,0
Ian Mahinmi,P,Washington Wizards,0
Jason Smith,P,Washington Wizards,0
John Wall,B,Washington Wizards,0
Kelly Oubre Jr.,E-A,Washington Wizards,0
Marcin Gortat,P,Washington Wizards,0
Marcus Thornton,B-E,Washington Wizards,0
Markieff Morris,AP,Washington Wizards,0
Otto Porter Jr.,A,Washington Wizards,0
Sheldon McClellan,B-E,Washington Wizards,0
Tomas Satoransky,E,Washington Wizards,0
Trey Burke,B,Washington Wizards,0
